# sampling_caveat: Purposive sampling subject to availability constraints. Results describe the beliefs of the surveyed sample, not of software engineering practitioners in general, and no inference to a wider population is supported (Baltes & Ralph, 2022, Empirical Software Engineering).
# question_order_caveat: BTHSurvey provides no question-order randomisation, so all 50 claims were presented in a fixed order to every respondent. Order effects (fatigue, priming, anchoring) cannot be estimated or corrected for by this tool and stand as a documented construct-validity limitation.
# classification_rule: majority > 50% of directional answers; IDK-dominant at >= 30% of the full sample
# run_id: 20260904T170248Z-d602c796
# input_file: data/raw/export (4).xlsx
# input_sha256: d602c796f3cbfb3f5322be5551f12e280f71dbd1880fbd430253c4518e4ddd95
scope,claim_id,variable,group,reason,n_valid
subgroup,CLM-000122,country,Poland,"only 4 valid (non-IDK) answers, below min_subgroup_size=10",4
subgroup,CLM-000122,country,Portugal,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000122,country,Russia,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000122,country,Singapore,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000122,country,South Africa,"only 3 valid (non-IDK) answers, below min_subgroup_size=10",3
subgroup,CLM-000122,country,Spain,"only 5 valid (non-IDK) answers, below min_subgroup_size=10",5
subgroup,CLM-000122,country,Switzerland,"only 5 valid (non-IDK) answers, below min_subgroup_size=10",5
subgroup,CLM-000122,country,Thailand,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000122,country,Uruguay,"only 0 valid (non-IDK) answers, below min_subgroup_size=10",0
unassigned,CLM-000122,country,(not recorded),"56 respondent(s) did not answer the optional 'country' question, so they belong to no subgroup and cannot enter this comparison",47
subgroup,CLM-000097,country,Albania,"only 0 valid (non-IDK) answers, below min_subgroup_size=10",0
subgroup,CLM-000097,country,Austria,"only 8 valid (non-IDK) answers, below min_subgroup_size=10",8
subgroup,CLM-000097,country,Azerbaijan,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000097,country,Belgium,"only 5 valid (non-IDK) answers, below min_subgroup_size=10",5
subgroup,CLM-000097,country,Brazil,"only 3 valid (non-IDK) answers, below min_subgroup_size=10",3
subgroup,CLM-000097,country,China,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000097,country,Colombia,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000097,country,Czech Republic,"only 2 valid (non-IDK) answers, below min_subgroup_size=10",2
subgroup,CLM-000097,country,Denmark,"only 5 valid (non-IDK) answers, below min_subgroup_size=10",5
subgroup,CLM-000097,country,Greece,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000097,country,Hungary,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000097,country,India,"only 3 valid (non-IDK) answers, below min_subgroup_size=10",3
subgroup,CLM-000097,country,Iran,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000097,country,Ireland,"only 4 valid (non-IDK) answers, below min_subgroup_size=10",4
subgroup,CLM-000097,country,Israel,"only 2 valid (non-IDK) answers, below min_subgroup_size=10",2
subgroup,CLM-000097,country,Italy,"only 4 valid (non-IDK) answers, below min_subgroup_size=10",4
subgroup,CLM-000097,country,Jordan,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000097,country,Latvia,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000097,country,Lithuania,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000097,country,Mexico,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000097,country,New Zealand,"only 7 valid (non-IDK) answers, below min_subgroup_size=10",7
subgroup,CLM-000097,country,Norway,"only 5 valid (non-IDK) answers, below min_subgroup_size=10",5
subgroup,CLM-000097,country,Poland,"only 4 valid (non-IDK) answers, below min_subgroup_size=10",4
subgroup,CLM-000097,country,Portugal,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000097,country,Russia,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000097,country,Singapore,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000097,country,South Africa,"only 3 valid (non-IDK) answers, below min_subgroup_size=10",3
subgroup,CLM-000097,country,Spain,"only 5 valid (non-IDK) answers, below min_subgroup_size=10",5
subgroup,CLM-000097,country,Switzerland,"only 7 valid (non-IDK) answers, below min_subgroup_size=10",7
subgroup,CLM-000097,country,Thailand,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000097,country,Uruguay,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
unassigned,CLM-000097,country,(not recorded),"56 respondent(s) did not answer the optional 'country' question, so they belong to no subgroup and cannot enter this comparison",53
subgroup,CLM-000201,country,Albania,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000201,country,Austria,"only 9 valid (non-IDK) answers, below min_subgroup_size=10",9
subgroup,CLM-000201,country,Azerbaijan,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000201,country,Belgium,"only 5 valid (non-IDK) answers, below min_subgroup_size=10",5
subgroup,CLM-000201,country,Brazil,"only 3 valid (non-IDK) answers, below min_subgroup_size=10",3
subgroup,CLM-000201,country,China,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000201,country,Colombia,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000201,country,Czech Republic,"only 2 valid (non-IDK) answers, below min_subgroup_size=10",2
subgroup,CLM-000201,country,Denmark,"only 6 valid (non-IDK) answers, below min_subgroup_size=10",6
subgroup,CLM-000201,country,Greece,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000201,country,Hungary,"only 0 valid (non-IDK) answers, below min_subgroup_size=10",0
subgroup,CLM-000201,country,India,"only 3 valid (non-IDK) answers, below min_subgroup_size=10",3
subgroup,CLM-000201,country,Iran,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000201,country,Ireland,"only 4 valid (non-IDK) answers, below min_subgroup_size=10",4
subgroup,CLM-000201,country,Israel,"only 2 valid (non-IDK) answers, below min_subgroup_size=10",2
subgroup,CLM-000201,country,Italy,"only 4 valid (non-IDK) answers, below min_subgroup_size=10",4
subgroup,CLM-000201,country,Jordan,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000201,country,Latvia,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000201,country,Lithuania,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000201,country,Mexico,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000201,country,New Zealand,"only 7 valid (non-IDK) answers, below min_subgroup_size=10",7
subgroup,CLM-000201,country,Norway,"only 5 valid (non-IDK) answers, below min_subgroup_size=10",5
subgroup,CLM-000201,country,Poland,"only 4 valid (non-IDK) answers, below min_subgroup_size=10",4
subgroup,CLM-000201,country,Portugal,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000201,country,Russia,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000201,country,Singapore,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000201,country,South Africa,"only 3 valid (non-IDK) answers, below min_subgroup_size=10",3
subgroup,CLM-000201,country,Spain,"only 5 valid (non-IDK) answers, below min_subgroup_size=10",5
subgroup,CLM-000201,country,Switzerland,"only 7 valid (non-IDK) answers, below min_subgroup_size=10",7
subgroup,CLM-000201,country,Thailand,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000201,country,Uruguay,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
unassigned,CLM-000201,country,(not recorded),"56 respondent(s) did not answer the optional 'country' question, so they belong to no subgroup and cannot enter this comparison",53
subgroup,CLM-000180,country,Albania,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000180,country,Austria,"only 9 valid (non-IDK) answers, below min_subgroup_size=10",9
subgroup,CLM-000180,country,Azerbaijan,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000180,country,Belgium,"only 4 valid (non-IDK) answers, below min_subgroup_size=10",4
subgroup,CLM-000180,country,Brazil,"only 3 valid (non-IDK) answers, below min_subgroup_size=10",3
subgroup,CLM-000180,country,China,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000180,country,Colombia,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000180,country,Czech Republic,"only 2 valid (non-IDK) answers, below min_subgroup_size=10",2
subgroup,CLM-000180,country,Denmark,"only 5 valid (non-IDK) answers, below min_subgroup_size=10",5
subgroup,CLM-000180,country,Greece,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000180,country,Hungary,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000180,country,India,"only 3 valid (non-IDK) answers, below min_subgroup_size=10",3
subgroup,CLM-000180,country,Iran,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000180,country,Ireland,"only 4 valid (non-IDK) answers, below min_subgroup_size=10",4
subgroup,CLM-000180,country,Israel,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000180,country,Italy,"only 4 valid (non-IDK) answers, below min_subgroup_size=10",4
subgroup,CLM-000180,country,Jordan,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000180,country,Latvia,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000180,country,Lithuania,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000180,country,Mexico,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000180,country,New Zealand,"only 7 valid (non-IDK) answers, below min_subgroup_size=10",7
subgroup,CLM-000180,country,Norway,"only 5 valid (non-IDK) answers, below min_subgroup_size=10",5
subgroup,CLM-000180,country,Other / Prefer not to say,"only 9 valid (non-IDK) answers, below min_subgroup_size=10",9
subgroup,CLM-000180,country,Poland,"only 4 valid (non-IDK) answers, below min_subgroup_size=10",4
subgroup,CLM-000180,country,Portugal,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000180,country,Russia,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000180,country,Singapore,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000180,country,South Africa,"only 3 valid (non-IDK) answers, below min_subgroup_size=10",3
subgroup,CLM-000180,country,Spain,"only 5 valid (non-IDK) answers, below min_subgroup_size=10",5
subgroup,CLM-000180,country,Switzerland,"only 7 valid (non-IDK) answers, below min_subgroup_size=10",7
subgroup,CLM-000180,country,Thailand,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000180,country,Uruguay,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
unassigned,CLM-000180,country,(not recorded),"56 respondent(s) did not answer the optional 'country' question, so they belong to no subgroup and cannot enter this comparison",50
subgroup,CLM-000502,country,Albania,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000502,country,Azerbaijan,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000502,country,Belgium,"only 5 valid (non-IDK) answers, below min_subgroup_size=10",5
subgroup,CLM-000502,country,Brazil,"only 3 valid (non-IDK) answers, below min_subgroup_size=10",3
subgroup,CLM-000502,country,China,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000502,country,Colombia,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000502,country,Czech Republic,"only 2 valid (non-IDK) answers, below min_subgroup_size=10",2
subgroup,CLM-000502,country,Denmark,"only 6 valid (non-IDK) answers, below min_subgroup_size=10",6
subgroup,CLM-000502,country,Greece,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000502,country,Hungary,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000502,country,India,"only 3 valid (non-IDK) answers, below min_subgroup_size=10",3
subgroup,CLM-000502,country,Iran,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000502,country,Ireland,"only 4 valid (non-IDK) answers, below min_subgroup_size=10",4
subgroup,CLM-000502,country,Israel,"only 2 valid (non-IDK) answers, below min_subgroup_size=10",2
subgroup,CLM-000502,country,Italy,"only 4 valid (non-IDK) answers, below min_subgroup_size=10",4
subgroup,CLM-000502,country,Jordan,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000502,country,Latvia,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000502,country,Lithuania,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000502,country,Mexico,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000502,country,New Zealand,"only 7 valid (non-IDK) answers, below min_subgroup_size=10",7
subgroup,CLM-000502,country,Norway,"only 5 valid (non-IDK) answers, below min_subgroup_size=10",5
subgroup,CLM-000502,country,Poland,"only 4 valid (non-IDK) answers, below min_subgroup_size=10",4
subgroup,CLM-000502,country,Portugal,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000502,country,Russia,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000502,country,Singapore,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000502,country,South Africa,"only 3 valid (non-IDK) answers, below min_subgroup_size=10",3
subgroup,CLM-000502,country,Spain,"only 5 valid (non-IDK) answers, below min_subgroup_size=10",5
subgroup,CLM-000502,country,Switzerland,"only 6 valid (non-IDK) answers, below min_subgroup_size=10",6
subgroup,CLM-000502,country,Thailand,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000502,country,Uruguay,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
unassigned,CLM-000502,country,(not recorded),"56 respondent(s) did not answer the optional 'country' question, so they belong to no subgroup and cannot enter this comparison",52
subgroup,CLM-000129,country,Albania,"only 0 valid (non-IDK) answers, below min_subgroup_size=10",0
subgroup,CLM-000129,country,Azerbaijan,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000129,country,Belgium,"only 5 valid (non-IDK) answers, below min_subgroup_size=10",5
subgroup,CLM-000129,country,Brazil,"only 3 valid (non-IDK) answers, below min_subgroup_size=10",3
subgroup,CLM-000129,country,China,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000129,country,Colombia,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000129,country,Czech Republic,"only 2 valid (non-IDK) answers, below min_subgroup_size=10",2
subgroup,CLM-000129,country,Denmark,"only 6 valid (non-IDK) answers, below min_subgroup_size=10",6
subgroup,CLM-000129,country,Greece,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000129,country,Hungary,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000129,country,India,"only 3 valid (non-IDK) answers, below min_subgroup_size=10",3
subgroup,CLM-000129,country,Iran,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000129,country,Ireland,"only 4 valid (non-IDK) answers, below min_subgroup_size=10",4
subgroup,CLM-000129,country,Israel,"only 2 valid (non-IDK) answers, below min_subgroup_size=10",2
subgroup,CLM-000129,country,Italy,"only 4 valid (non-IDK) answers, below min_subgroup_size=10",4
subgroup,CLM-000129,country,Jordan,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000129,country,Latvia,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000129,country,Lithuania,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000129,country,Mexico,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000129,country,New Zealand,"only 7 valid (non-IDK) answers, below min_subgroup_size=10",7
subgroup,CLM-000129,country,Norway,"only 4 valid (non-IDK) answers, below min_subgroup_size=10",4
subgroup,CLM-000129,country,Other / Prefer not to say,"only 8 valid (non-IDK) answers, below min_subgroup_size=10",8
subgroup,CLM-000129,country,Poland,"only 3 valid (non-IDK) answers, below min_subgroup_size=10",3
subgroup,CLM-000129,country,Portugal,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000129,country,Russia,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000129,country,Singapore,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000129,country,South Africa,"only 3 valid (non-IDK) answers, below min_subgroup_size=10",3
subgroup,CLM-000129,country,Spain,"only 4 valid (non-IDK) answers, below min_subgroup_size=10",4
subgroup,CLM-000129,country,Switzerland,"only 7 valid (non-IDK) answers, below min_subgroup_size=10",7
subgroup,CLM-000129,country,Thailand,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000129,country,Uruguay,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
unassigned,CLM-000129,country,(not recorded),"56 respondent(s) did not answer the optional 'country' question, so they belong to no subgroup and cannot enter this comparison",49
